rate_date,base_currency,quote_currency,exchange_rate
2021-05-03,USD,CAD,1.2731
2021-05-04,USD,EUR,0.8555
2021-05-04,USD,CNY,6.5402
2021-05-04,USD,JPY,114.1548
2021-05-04,USD,GBP,0.7660
2021-05-04,USD,CAD,1.2758
2021-05-05,USD,EUR,0.8565
2021-05-05,USD,CNY,6.5452
2021-05-05,USD,JPY,114.2776
2021-05-05,USD,GBP,0.7640
2021-05-05,USD,CAD,1.2730
2021-05-06,USD,EUR,0.8546
2021-05-06,USD,CNY,6.5414
2021-05-06,USD,JPY,114.1252
2021-05-06,USD,GBP,0.7648
2021-05-06,USD,CAD,1.2725
2021-05-07,USD,EUR,0.8568
2021-05-07,USD,CNY,6.5474
2021-05-07,USD,JPY,114.3366
2021-05-07,USD,GBP,0.7653
2021-05-07,USD,CAD,1.2729
2021-05-08,USD,EUR,0.8574
2021-05-08,USD,CNY,6.5485
2021-05-08,USD,JPY,114.2926
2021-05-08,USD,GBP,0.7656
2021-05-08,USD,CAD,1.2729
2021-05-09,USD,EUR,0.8568
2021-05-09,USD,CNY,6.5423
2021-05-09,USD,JPY,114.1308
2021-05-09,USD,GBP,0.7644
2021-05-09,USD,CAD,1.2704
2021-05-10,USD,EUR,0.8564
2021-05-10,USD,CNY,6.5400
2021-05-10,USD,JPY,114.2194
2021-05-10,USD,GBP,0.7640
2021-05-10,USD,CAD,1.2734
2021-05-11,USD,EUR,0.8549
2021-05-11,USD,CNY,6.5424
2021-05-11,USD,JPY,114.1499
2021-05-11,USD,GBP,0.7645
2021-05-11,USD,CAD,1.2720
2021-05-12,USD,EUR,0.8536
2021-05-12,USD,CNY,6.5438
2021-05-12,USD,JPY,114.1583
2021-05-12,USD,GBP,0.7641
2021-05-12,USD,CAD,1.2749
2021-05-13,USD,EUR,0.8540
2021-05-13,USD,CNY,6.5429
2021-05-13,USD,JPY,114.0250
2021-05-13,USD,GBP,0.7626
2021-05-13,USD,CAD,1.2762
2021-05-14,USD,EUR,0.8524
2021-05-14,USD,CNY,6.5475
2021-05-14,USD,JPY,113.8468
2021-05-14,USD,GBP,0.7646
2021-05-14,USD,CAD,1.2780
2021-05-15,USD,EUR,0.8513
2021-05-15,USD,CNY,6.5437
2021-05-15,USD,JPY,113.7947
2021-05-15,USD,GBP,0.7645
2021-05-15,USD,CAD,1.2755
2021-05-16,USD,EUR,0.8498
2021-05-16,USD,CNY,6.5467
2021-05-16,USD,JPY,113.7434
2021-05-16,USD,GBP,0.7637
2021-05-16,USD,CAD,1.2740
2021-05-17,USD,EUR,0.8512
2021-05-17,USD,CNY,6.5428
2021-05-17,USD,JPY,113.6179
2021-05-17,USD,GBP,0.7645
2021-05-17,USD,CAD,1.2760
2021-05-18,USD,EUR,0.8527
2021-05-18,USD,CNY,6.5418
2021-05-18,USD,JPY,113.3699
2021-05-18,USD,GBP,0.7640
2021-05-18,USD,CAD,1.2775
2021-05-19,USD,EUR,0.8550
2021-05-19,USD,CNY,6.5382
2021-05-19,USD,JPY,113.3525
2021-05-19,USD,GBP,0.7626
2021-05-19,USD,CAD,1.2799
2021-05-20,USD,EUR,0.8530
2021-05-20,USD,CNY,6.5435
2021-05-20,USD,JPY,113.5102
2021-05-20,USD,GBP,0.7629
2021-05-20,USD,CAD,1.2815
2021-05-21,USD,EUR,0.8547
2021-05-21,USD,CNY,6.5507
2021-05-21,USD,JPY,113.5125
2021-05-21,USD,GBP,0.7642
2021-05-21,USD,CAD,1.2786
2021-05-22,USD,EUR,0.8549
2021-05-22,USD,CNY,6.5518
2021-05-22,USD,JPY,113.5253
2021-05-22,USD,GBP,0.7641
2021-05-22,USD,CAD,1.2784
2021-05-23,USD,EUR,0.8555
2021-05-23,USD,CNY,6.5482
2021-05-23,USD,JPY,113.6262
2021-05-23,USD,GBP,0.7658
2021-05-23,USD,CAD,1.2789
2021-05-24,USD,EUR,0.8580
2021-05-24,USD,CNY,6.5483
2021-05-24,USD,JPY,113.8198
2021-05-24,USD,GBP,0.7670
2021-05-24,USD,CAD,1.2762
2021-05-25,USD,EUR,0.8597
2021-05-25,USD,CNY,6.5470
2021-05-25,USD,JPY,113.5969
2021-05-25,USD,GBP,0.7678
2021-05-25,USD,CAD,1.2789
2021-05-26,USD,EUR,0.8604
2021-05-26,USD,CNY,6.5520
2021-05-26,USD,JPY,113.3704
2021-05-26,USD,GBP,0.7681
2021-05-26,USD,CAD,1.2813
2021-05-27,USD,EUR,0.8597
2021-05-27,USD,CNY,6.5519
2021-05-27,USD,JPY,113.1432
2021-05-27,USD,GBP,0.7666
2021-05-27,USD,CAD,1.2820
2021-05-28,USD,EUR,0.8601
2021-05-28,USD,CNY,6.5500
2021-05-28,USD,JPY,112.9155
2021-05-28,USD,GBP,0.7670
2021-05-28,USD,CAD,1.2797
2021-05-29,USD,EUR,0.8615
2021-05-29,USD,CNY,6.5499
2021-05-29,USD,JPY,112.7996
2021-05-29,USD,GBP,0.7686
2021-05-29,USD,CAD,1.2786
2021-05-30,USD,EUR,0.8639
2021-05-30,USD,CNY,6.5558
2021-05-30,USD,JPY,112.6132
2021-05-30,USD,GBP,0.7679
2021-05-30,USD,CAD,1.2765
2021-05-31,USD,EUR,0.8614
2021-05-31,USD,CNY,6.5623
2021-05-31,USD,JPY,112.4982
2021-05-31,USD,GBP,0.7661
2021-05-31,USD,CAD,1.2742
2021-06-01,USD,EUR,0.8591
2021-06-01,USD,CNY,6.5645
2021-06-01,USD,JPY,112.2956
2021-06-01,USD,GBP,0.7663
2021-06-01,USD,CAD,1.2746
2021-06-02,USD,EUR,0.8585
2021-06-02,USD,CNY,6.5614
2021-06-02,USD,JPY,112.3203
2021-06-02,USD,GBP,0.7679
2021-06-02,USD,CAD,1.2719
2021-06-03,USD,EUR,0.8564
2021-06-03,USD,CNY,6.5558
2021-06-03,USD,JPY,112.4558
2021-06-03,USD,GBP,0.7673
2021-06-03,USD,CAD,1.2735
2021-06-04,USD,EUR,0.8572
2021-06-04,USD,CNY,6.5485
2021-06-04,USD,JPY,112.2063
2021-06-04,USD,GBP,0.7676
2021-06-04,USD,CAD,1.2756
2021-06-05,USD,EUR,0.8577
2021-06-05,USD,CNY,6.5558
2021-06-05,USD,JPY,112.2787
2021-06-05,USD,GBP,0.7686
2021-06-05,USD,CAD,1.2738
2021-06-06,USD,EUR,0.8589
2021-06-06,USD,CNY,6.5563
2021-06-06,USD,JPY,112.4911
2021-06-06,USD,GBP,0.7668
2021-06-06,USD,CAD,1.2748
2021-06-07,USD,EUR,0.8571
2021-06-07,USD,CNY,6.5493
2021-06-07,USD,JPY,112.3009
2021-06-07,USD,GBP,0.7656
2021-06-07,USD,CAD,1.2777
2021-06-08,USD,EUR,0.8559
2021-06-08,USD,CNY,6.5499
2021-06-08,USD,JPY,112.0798
2021-06-08,USD,GBP,0.7647
2021-06-08,USD,CAD,1.2770
2021-06-09,USD,EUR,0.8541
2021-06-09,USD,CNY,6.5547
2021-06-09,USD,JPY,112.0329
2021-06-09,USD,GBP,0.7654
2021-06-09,USD,CAD,1.2768
2021-06-10,USD,EUR,0.8546
2021-06-10,USD,CNY,6.5538
2021-06-10,USD,JPY,112.0163
2021-06-10,USD,GBP,0.7647
2021-06-10,USD,CAD,1.2769
2021-06-11,USD,EUR,0.8522
2021-06-11,USD,CNY,6.5551
2021-06-11,USD,JPY,111.8896
2021-06-11,USD,GBP,0.7643
2021-06-11,USD,CAD,1.2783
2021-06-12,USD,EUR,0.8526
2021-06-12,USD,CNY,6.5610
2021-06-12,USD,JPY,111.9860
2021-06-12,USD,GBP,0.7651
2021-06-12,USD,CAD,1.2783
2021-06-13,USD,EUR,0.8532
2021-06-13,USD,CNY,6.5663
2021-06-13,USD,JPY,111.8083
2021-06-13,USD,GBP,0.7632
2021-06-13,USD,CAD,1.2802
2021-06-14,USD,EUR,0.8520
2021-06-14,USD,CNY,6.5727
2021-06-14,USD,JPY,111.9318
2021-06-14,USD,GBP,0.7621
2021-06-14,USD,CAD,1.2811
2021-06-15,USD,EUR,0.8525
2021-06-15,USD,CNY,6.5659
2021-06-15,USD,JPY,112.1583
2021-06-15,USD,GBP,0.7633
2021-06-15,USD,CAD,1.2802
2021-06-16,USD,EUR,0.8502
2021-06-16,USD,CNY,6.5662
2021-06-16,USD,JPY,112.1880
2021-06-16,USD,GBP,0.7642
2021-06-16,USD,CAD,1.2788
2021-06-17,USD,EUR,0.8490
2021-06-17,USD,CNY,6.5700
2021-06-17,USD,JPY,112.0831
2021-06-17,USD,GBP,0.7638
2021-06-17,USD,CAD,1.2816
2021-06-18,USD,EUR,0.8487
2021-06-18,USD,CNY,6.5691
2021-06-18,USD,JPY,112.2205
2021-06-18,USD,GBP,0.7637
2021-06-18,USD,CAD,1.2826
2021-06-19,USD,EUR,0.8463
2021-06-19,USD,CNY,6.5742
2021-06-19,USD,JPY,112.3197
2021-06-19,USD,GBP,0.7631
2021-06-19,USD,CAD,1.2824
2021-06-20,USD,EUR,0.8475
2021-06-20,USD,CNY,6.5687
2021-06-20,USD,JPY,112.3124
2021-06-20,USD,GBP,0.7643
2021-06-20,USD,CAD,1.2821
2021-06-21,USD,EUR,0.8461
2021-06-21,USD,CNY,6.5681
2021-06-21,USD,JPY,112.3004
2021-06-21,USD,GBP,0.7646
2021-06-21,USD,CAD,1.2830
2021-06-22,USD,EUR,0.8484
2021-06-22,USD,CNY,6.5738
2021-06-22,USD,JPY,112.1125
2021-06-22,USD,GBP,0.7652
2021-06-22,USD,CAD,1.2824
2021-06-23,USD,EUR,0.8472
2021-06-23,USD,CNY,6.5756
2021-06-23,USD,JPY,111.8933
2021-06-23,USD,GBP,0.7637
2021-06-23,USD,CAD,1.2801
2021-06-24,USD,EUR,0.8485
2021-06-24,USD,CNY,6.5722
2021-06-24,USD,JPY,111.8328
2021-06-24,USD,GBP,0.7636
2021-06-24,USD,CAD,1.2805
2021-06-25,USD,EUR,0.8502
2021-06-25,USD,CNY,6.5743
2021-06-25,USD,JPY,111.8415
2021-06-25,USD,GBP,0.7624
2021-06-25,USD,CAD,1.2783
2021-06-26,USD,EUR,0.8502
2021-06-26,USD,CNY,6.5733
2021-06-26,USD,JPY,111.6935
2021-06-26,USD,GBP,0.7608
2021-06-26,USD,CAD,1.2787
2021-06-27,USD,EUR,0.8509
2021-06-27,USD,CNY,6.5733
2021-06-27,USD,JPY,111.6274
2021-06-27,USD,GBP,0.7591
2021-06-27,USD,CAD,1.2790
2021-06-28,USD,EUR,0.8528
2021-06-28,USD,CNY,6.5675
2021-06-28,USD,JPY,111.8021
2021-06-28,USD,GBP,0.7597
2021-06-28,USD,CAD,1.2762
2021-06-29,USD,EUR,0.8524
2021-06-29,USD,CNY,6.5613
2021-06-29,USD,JPY,111.8526
2021-06-29,USD,GBP,0.7597
2021-06-29,USD,CAD,1.2737
2021-06-30,USD,EUR,0.8502
2021-06-30,USD,CNY,6.5593
2021-06-30,USD,JPY,112.0374
2021-06-30,USD,GBP,0.7615
2021-06-30,USD,CAD,1.2744
2021-07-01,USD,EUR,0.8525
2021-07-01,USD,CNY,6.5532
2021-07-01,USD,JPY,111.9774
2021-07-01,USD,GBP,0.7600
2021-07-01,USD,CAD,1.2773
2021-07-02,USD,EUR,0.8546
2021-07-02,USD,CNY,6.5557
2021-07-02,USD,JPY,111.9096
2021-07-02,USD,GBP,0.7596
2021-07-02,USD,CAD,1.2793
2021-07-03,USD,EUR,0.8565
2021-07-03,USD,CNY,6.5512
2021-07-03,USD,JPY,112.0071
2021-07-03,USD,GBP,0.7599
2021-07-03,USD,CAD,1.2819
2021-07-04,USD,EUR,0.8556
2021-07-04,USD,CNY,6.5574
2021-07-04,USD,JPY,112.1749
2021-07-04,USD,GBP,0.7612
2021-07-04,USD,CAD,1.2815
2021-07-05,USD,EUR,0.8533
2021-07-05,USD,CNY,6.5643
2021-07-05,USD,JPY,112.0175
2021-07-05,USD,GBP,0.7605
2021-07-05,USD,CAD,1.2803
2021-07-06,USD,EUR,0.8523
2021-07-06,USD,CNY,6.5682
2021-07-06,USD,JPY,111.7817
2021-07-06,USD,GBP,0.7592
2021-07-06,USD,CAD,1.2804
2021-07-07,USD,EUR,0.8504
2021-07-07,USD,CNY,6.5737
2021-07-07,USD,JPY,111.7572
2021-07-07,USD,GBP,0.7587
2021-07-07,USD,CAD,1.2780
2021-07-08,USD,EUR,0.8487
2021-07-08,USD,CNY,6.5797
2021-07-08,USD,JPY,111.8013
2021-07-08,USD,GBP,0.7599
2021-07-08,USD,CAD,1.2799
2021-07-09,USD,EUR,0.8490
2021-07-09,USD,CNY,6.5789
2021-07-09,USD,JPY,111.8889
2021-07-09,USD,GBP,0.7583
2021-07-09,USD,CAD,1.2795
2021-07-10,USD,EUR,0.8472
2021-07-10,USD,CNY,6.5778
2021-07-10,USD,JPY,111.7916
2021-07-10,USD,GBP,0.7569
2021-07-10,USD,CAD,1.2774
2021-07-11,USD,EUR,0.8486
2021-07-11,USD,CNY,6.5742
2021-07-11,USD,JPY,111.5968
2021-07-11,USD,GBP,0.7559
2021-07-11,USD,CAD,1.2751
2021-07-12,USD,EUR,0.8492
2021-07-12,USD,CNY,6.5795
2021-07-12,USD,JPY,111.7224
2021-07-12,USD,GBP,0.7562
2021-07-12,USD,CAD,1.2751
2021-07-13,USD,EUR,0.8510
2021-07-13,USD,CNY,6.5743
2021-07-13,USD,JPY,111.6011
2021-07-13,USD,GBP,0.7548
2021-07-13,USD,CAD,1.2722
2021-07-14,USD,EUR,0.8501
2021-07-14,USD,CNY,6.5758
2021-07-14,USD,JPY,111.4845
2021-07-14,USD,GBP,0.7545
2021-07-14,USD,CAD,1.2743
2021-07-15,USD,EUR,0.8521
2021-07-15,USD,CNY,6.5753
2021-07-15,USD,JPY,111.3241
2021-07-15,USD,GBP,0.7534
2021-07-15,USD,CAD,1.2759
2021-07-16,USD,EUR,0.8545
2021-07-16,USD,CNY,6.5754
2021-07-16,USD,JPY,111.1292
2021-07-16,USD,GBP,0.7544
2021-07-16,USD,CAD,1.2753
2021-07-17,USD,EUR,0.8533
2021-07-17,USD,CNY,6.5740
2021-07-17,USD,JPY,111.2229
2021-07-17,USD,GBP,0.7539
2021-07-17,USD,CAD,1.2762
2021-07-18,USD,EUR,0.8527
2021-07-18,USD,CNY,6.5707
2021-07-18,USD,JPY,111.0690
2021-07-18,USD,GBP,0.7546
2021-07-18,USD,CAD,1.2791
2021-07-19,USD,EUR,0.8509
2021-07-19,USD,CNY,6.5775
2021-07-19,USD,JPY,111.2649
2021-07-19,USD,GBP,0.7561
2021-07-19,USD,CAD,1.2772
2021-07-20,USD,EUR,0.8519
2021-07-20,USD,CNY,6.5721
2021-07-20,USD,JPY,111.3880
2021-07-20,USD,GBP,0.7542
2021-07-20,USD,CAD,1.2772
2021-07-21,USD,EUR,0.8515
2021-07-21,USD,CNY,6.5718
2021-07-21,USD,JPY,111.2209
2021-07-21,USD,GBP,0.7550
2021-07-21,USD,CAD,1.2766
2021-07-22,USD,EUR,0.8529
2021-07-22,USD,CNY,6.5725
2021-07-22,USD,JPY,111.2713
2021-07-22,USD,GBP,0.7561
2021-07-22,USD,CAD,1.2748
2021-07-23,USD,EUR,0.8511
2021-07-23,USD,CNY,6.5689
2021-07-23,USD,JPY,111.3835
2021-07-23,USD,GBP,0.7547
2021-07-23,USD,CAD,1.2759
2021-07-24,USD,EUR,0.8503
2021-07-24,USD,CNY,6.5628
2021-07-24,USD,JPY,111.6252
2021-07-24,USD,GBP,0.7547
2021-07-24,USD,CAD,1.2734
2021-07-25,USD,EUR,0.8486
2021-07-25,USD,CNY,6.5640
2021-07-25,USD,JPY,111.4183
2021-07-25,USD,GBP,0.7563
2021-07-25,USD,CAD,1.2704
2021-07-26,USD,EUR,0.8479
2021-07-26,USD,CNY,6.5712
2021-07-26,USD,JPY,111.1882
2021-07-26,USD,GBP,0.7573
2021-07-26,USD,CAD,1.2695
2021-07-27,USD,EUR,0.8461
2021-07-27,USD,CNY,6.5701
2021-07-27,USD,JPY,111.1768
2021-07-27,USD,GBP,0.7572
2021-07-27,USD,CAD,1.2701
2021-07-28,USD,EUR,0.8469
2021-07-28,USD,CNY,6.5679
2021-07-28,USD,JPY,110.9787
2021-07-28,USD,GBP,0.7569
2021-07-28,USD,CAD,1.2714
2021-07-29,USD,EUR,0.8460
2021-07-29,USD,CNY,6.5705
2021-07-29,USD,JPY,110.7680
2021-07-29,USD,GBP,0.7580
2021-07-29,USD,CAD,1.2711
2021-07-30,USD,EUR,0.8471
2021-07-30,USD,CNY,6.5716
2021-07-30,USD,JPY,110.6243
2021-07-30,USD,GBP,0.7586
2021-07-30,USD,CAD,1.2731
2021-07-31,USD,EUR,0.8469
2021-07-31,USD,CNY,6.5651
2021-07-31,USD,JPY,110.7187
2021-07-31,USD,GBP,0.7584
2021-07-31,USD,CAD,1.2711
2021-08-01,USD,EUR,0.8487
2021-08-01,USD,CNY,6.5596
2021-08-01,USD,JPY,110.4840
2021-08-01,USD,GBP,0.7569
2021-08-01,USD,CAD,1.2739
2021-08-02,USD,EUR,0.8476
2021-08-02,USD,CNY,6.5627
2021-08-02,USD,JPY,110.3527
2021-08-02,USD,GBP,0.7554
2021-08-02,USD,CAD,1.2761
2021-08-03,USD,EUR,0.8495
2021-08-03,USD,CNY,6.5560
2021-08-03,USD,JPY,110.2378
2021-08-03,USD,GBP,0.7538
2021-08-03,USD,CAD,1.2763
2021-08-04,USD,EUR,0.8519
2021-08-04,USD,CNY,6.5501
2021-08-04,USD,JPY,110.1871
2021-08-04,USD,GBP,0.7538
2021-08-04,USD,CAD,1.2761
2021-08-05,USD,EUR,0.8498
2021-08-05,USD,CNY,6.5547
2021-08-05,USD,JPY,110.1546
2021-08-05,USD,GBP,0.7546
2021-08-05,USD,CAD,1.2768
2021-08-06,USD,EUR,0.8485
2021-08-06,USD,CNY,6.5599
2021-08-06,USD,JPY,110.2415
2021-08-06,USD,GBP,0.7553
2021-08-06,USD,CAD,1.2769
2021-08-07,USD,EUR,0.8503
2021-08-07,USD,CNY,6.5550
2021-08-07,USD,JPY,110.1643
2021-08-07,USD,GBP,0.7548
2021-08-07,USD,CAD,1.2791
2021-08-08,USD,EUR,0.8497
2021-08-08,USD,CNY,6.5552
2021-08-08,USD,JPY,110.1774
2021-08-08,USD,GBP,0.7540
2021-08-08,USD,CAD,1.2775
2021-08-09,USD,EUR,0.8483
2021-08-09,USD,CNY,6.5567
2021-08-09,USD,JPY,110.4119
2021-08-09,USD,GBP,0.7528
2021-08-09,USD,CAD,1.2757
2021-08-10,USD,EUR,0.8491
2021-08-10,USD,CNY,6.5621
2021-08-10,USD,JPY,110.5540
2021-08-10,USD,GBP,0.7531
2021-08-10,USD,CAD,1.2756
2021-08-11,USD,EUR,0.8478
2021-08-11,USD,CNY,6.5617
2021-08-11,USD,JPY,110.6346
2021-08-11,USD,GBP,0.7536
2021-08-11,USD,CAD,1.2754
2021-08-12,USD,EUR,0.8454
2021-08-12,USD,CNY,6.5636
2021-08-12,USD,JPY,110.5731
2021-08-12,USD,GBP,0.7518
2021-08-12,USD,CAD,1.2752
2021-08-13,USD,EUR,0.8442
2021-08-13,USD,CNY,6.5698
2021-08-13,USD,JPY,110.6118
2021-08-13,USD,GBP,0.7499
2021-08-13,USD,CAD,1.2778
2021-08-14,USD,EUR,0.8420
2021-08-14,USD,CNY,6.5701
2021-08-14,USD,JPY,110.7996
2021-08-14,USD,GBP,0.7480
2021-08-14,USD,CAD,1.2797
2021-08-15,USD,EUR,0.8420
2021-08-15,USD,CNY,6.5715
2021-08-15,USD,JPY,110.9414
2021-08-15,USD,GBP,0.7473
2021-08-15,USD,CAD,1.2772
2021-08-16,USD,EUR,0.8422
2021-08-16,USD,CNY,6.5775
2021-08-16,USD,JPY,110.7142
2021-08-16,USD,GBP,0.7462
2021-08-16,USD,CAD,1.2773
2021-08-17,USD,EUR,0.8441
2021-08-17,USD,CNY,6.5738
2021-08-17,USD,JPY,110.5099
2021-08-17,USD,GBP,0.7467
2021-08-17,USD,CAD,1.2755
2021-08-18,USD,EUR,0.8426
2021-08-18,USD,CNY,6.5793
2021-08-18,USD,JPY,110.2789
2021-08-18,USD,GBP,0.7483
2021-08-18,USD,CAD,1.2748
2021-08-19,USD,EUR,0.8434
2021-08-19,USD,CNY,6.5722
2021-08-19,USD,JPY,110.4573
2021-08-19,USD,GBP,0.7466
2021-08-19,USD,CAD,1.2759
2021-08-20,USD,EUR,0.8443
2021-08-20,USD,CNY,6.5672
2021-08-20,USD,JPY,110.5725
2021-08-20,USD,GBP,0.7457
2021-08-20,USD,CAD,1.2731
2021-08-21,USD,EUR,0.8420
2021-08-21,USD,CNY,6.5736
2021-08-21,USD,JPY,110.6018
2021-08-21,USD,GBP,0.7452
2021-08-21,USD,CAD,1.2730
2021-08-22,USD,EUR,0.8418
2021-08-22,USD,CNY,6.5772
2021-08-22,USD,JPY,110.5537
2021-08-22,USD,GBP,0.7456
2021-08-22,USD,CAD,1.2709
2021-08-23,USD,EUR,0.8401
2021-08-23,USD,CNY,6.5839
2021-08-23,USD,JPY,110.7494
2021-08-23,USD,GBP,0.7459
2021-08-23,USD,CAD,1.2735
2021-08-24,USD,EUR,0.8416
2021-08-24,USD,CNY,6.5861
2021-08-24,USD,JPY,110.6114
2021-08-24,USD,GBP,0.7463
2021-08-24,USD,CAD,1.2756
2021-08-25,USD,EUR,0.8418
2021-08-25,USD,CNY,6.5825
2021-08-25,USD,JPY,110.3666
2021-08-25,USD,GBP,0.7456
2021-08-25,USD,CAD,1.2746
2021-08-26,USD,EUR,0.8402
2021-08-26,USD,CNY,6.5850
2021-08-26,USD,JPY,110.2094
2021-08-26,USD,GBP,0.7461
2021-08-26,USD,CAD,1.2721
2021-08-27,USD,EUR,0.8381
2021-08-27,USD,CNY,6.5863
2021-08-27,USD,JPY,110.1782
2021-08-27,USD,GBP,0.7443
2021-08-27,USD,CAD,1.2730
2021-08-28,USD,EUR,0.8366
2021-08-28,USD,CNY,6.5857
2021-08-28,USD,JPY,109.9761
2021-08-28,USD,GBP,0.7446
2021-08-28,USD,CAD,1.2756
2021-08-29,USD,EUR,0.8352
2021-08-29,USD,CNY,6.5912
2021-08-29,USD,JPY,110.0370
2021-08-29,USD,GBP,0.7463
2021-08-29,USD,CAD,1.2752
2021-08-30,USD,EUR,0.8355
2021-08-30,USD,CNY,6.5880
2021-08-30,USD,JPY,109.8541
2021-08-30,USD,GBP,0.7453
2021-08-30,USD,CAD,1.2777
2021-08-31,USD,EUR,0.8355
2021-08-31,USD,CNY,6.5821
2021-08-31,USD,JPY,109.7134
2021-08-31,USD,GBP,0.7460
2021-08-31,USD,CAD,1.2780
2021-09-01,USD,EUR,0.8340
2021-09-01,USD,CNY,6.5789
2021-09-01,USD,JPY,109.6307
2021-09-01,USD,GBP,0.7457
2021-09-01,USD,CAD,1.2791
2021-09-02,USD,EUR,0.8361
2021-09-02,USD,CNY,6.5728
2021-09-02,USD,JPY,109.6132
2021-09-02,USD,GBP,0.7463
2021-09-02,USD,CAD,1.2780
2021-09-03,USD,EUR,0.8377
2021-09-03,USD,CNY,6.5768
2021-09-03,USD,JPY,109.5158
2021-09-03,USD,GBP,0.7458
2021-09-03,USD,CAD,1.2751
2021-09-04,USD,EUR,0.8374
2021-09-04,USD,CNY,6.5714
2021-09-04,USD,JPY,109.5441
2021-09-04,USD,GBP,0.7439
2021-09-04,USD,CAD,1.2777
2021-09-05,USD,EUR,0.8365
2021-09-05,USD,CNY,6.5693
2021-09-05,USD,JPY,109.5248
2021-09-05,USD,GBP,0.7430
2021-09-05,USD,CAD,1.2756
2021-09-06,USD,EUR,0.8365
2021-09-06,USD,CNY,6.5754
2021-09-06,USD,JPY,109.4313
2021-09-06,USD,GBP,0.7413
2021-09-06,USD,CAD,1.2732
2021-09-07,USD,EUR,0.8343
2021-09-07,USD,CNY,6.5813
2021-09-07,USD,JPY,109.3183
2021-09-07,USD,GBP,0.7397
2021-09-07,USD,CAD,1.2737
2021-09-08,USD,EUR,0.8327
2021-09-08,USD,CNY,6.5792
2021-09-08,USD,JPY,109.4008
2021-09-08,USD,GBP,0.7411
2021-09-08,USD,CAD,1.2748
2021-09-09,USD,EUR,0.8335
2021-09-09,USD,CNY,6.5730
2021-09-09,USD,JPY,109.3434
2021-09-09,USD,GBP,0.7427
2021-09-09,USD,CAD,1.2745
2021-09-10,USD,EUR,0.8330
2021-09-10,USD,CNY,6.5765
2021-09-10,USD,JPY,109.1888
2021-09-10,USD,GBP,0.7439
2021-09-10,USD,CAD,1.2721
2021-09-11,USD,EUR,0.8328
2021-09-11,USD,CNY,6.5808
2021-09-11,USD,JPY,109.0370
2021-09-11,USD,GBP,0.7441
2021-09-11,USD,CAD,1.2738
2021-09-12,USD,EUR,0.8335
2021-09-12,USD,CNY,6.5835
2021-09-12,USD,JPY,108.8555
2021-09-12,USD,GBP,0.7432
2021-09-12,USD,CAD,1.2747
2021-09-13,USD,EUR,0.8339
2021-09-13,USD,CNY,6.5894
2021-09-13,USD,JPY,108.8614
2021-09-13,USD,GBP,0.7444
2021-09-13,USD,CAD,1.2720
2021-09-14,USD,EUR,0.8359
2021-09-14,USD,CNY,6.5962
2021-09-14,USD,JPY,108.9278
2021-09-14,USD,GBP,0.7445
2021-09-14,USD,CAD,1.2719
2021-09-15,USD,EUR,0.8372
2021-09-15,USD,CNY,6.5970
2021-09-15,USD,JPY,108.8508
2021-09-15,USD,GBP,0.7439
2021-09-15,USD,CAD,1.2707
2021-09-16,USD,EUR,0.8387
2021-09-16,USD,CNY,6.5897
2021-09-16,USD,JPY,108.7057
2021-09-16,USD,GBP,0.7437
2021-09-16,USD,CAD,1.2733
2021-09-17,USD,EUR,0.8393
2021-09-17,USD,CNY,6.5841
2021-09-17,USD,JPY,108.8916
2021-09-17,USD,GBP,0.7430
2021-09-17,USD,CAD,1.2738
2021-09-18,USD,EUR,0.8410
2021-09-18,USD,CNY,6.5797
2021-09-18,USD,JPY,109.0662
2021-09-18,USD,GBP,0.7445
2021-09-18,USD,CAD,1.2722
2021-09-19,USD,EUR,0.8415
2021-09-19,USD,CNY,6.5730
2021-09-19,USD,JPY,108.8285
2021-09-19,USD,GBP,0.7456
2021-09-19,USD,CAD,1.2740
2021-09-20,USD,EUR,0.8399
2021-09-20,USD,CNY,6.5778
2021-09-20,USD,JPY,108.8939
2021-09-20,USD,GBP,0.7452
2021-09-20,USD,CAD,1.2760
2021-09-21,USD,EUR,0.8399
2021-09-21,USD,CNY,6.5851
2021-09-21,USD,JPY,108.7878
2021-09-21,USD,GBP,0.7456
2021-09-21,USD,CAD,1.2777
2021-09-22,USD,EUR,0.8376
2021-09-22,USD,CNY,6.5867
2021-09-22,USD,JPY,108.6616
2021-09-22,USD,GBP,0.7473
2021-09-22,USD,CAD,1.2749
2021-09-23,USD,EUR,0.8354
2021-09-23,USD,CNY,6.5927
2021-09-23,USD,JPY,108.9060
2021-09-23,USD,GBP,0.7480
2021-09-23,USD,CAD,1.2777
2021-09-24,USD,EUR,0.8329
2021-09-24,USD,CNY,6.5946
2021-09-24,USD,JPY,108.7574
2021-09-24,USD,GBP,0.7485
2021-09-24,USD,CAD,1.2804
2021-09-25,USD,EUR,0.8316
2021-09-25,USD,CNY,6.5877
2021-09-25,USD,JPY,108.9278
2021-09-25,USD,GBP,0.7502
2021-09-25,USD,CAD,1.2798
2021-09-26,USD,EUR,0.8315
2021-09-26,USD,CNY,6.5872
2021-09-26,USD,JPY,108.6898
2021-09-26,USD,GBP,0.7511
2021-09-26,USD,CAD,1.2824
2021-09-27,USD,EUR,0.8335
2021-09-27,USD,CNY,6.5829
2021-09-27,USD,JPY,108.8269
2021-09-27,USD,GBP,0.7526
